Href,Span
/studio-apartment-flat-for-sale-in-amber-avighna-sector-17-ulwe-mumbai-navi-585-sq-ft-npspid-K42975859,"<span title=""₹ 38.03 Lac  (1 RK) Studio Apartment in Sector 17 Ulwe""> (1 RK) Studio Apartment <b>in Sector 17 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-5-ulwe-mumbai-navi-775-sq-ft-spid-B43080603,"<span title=""₹ 60 Lac 1 BHK Residential Apartment in Sector 5 Ulwe"">1 BHK Residential Apartment <b>in Sector 5 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-pragati-enclave-ulwe-navi-mumbai-680-sq-ft-spid-A43637839,"<span title=""₹ 43.5 Lac 1 BHK Residential Apartment in Ulwe"">1 BHK Residential Apartment <b>in Ulwe</b></span>"
/3-bhk-bedroom-apartment-flat-for-sale-in-priyanka-unite-sector-18-ulwe-mumbai-navi-1655-sq-ft-spid-Z43611785,"<span title=""₹ 1.22 Crore 3 BHK Residential Apartment in Sector-18 Ulwe"">3 BHK Residential Apartment <b>in Sector-18 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-radiant-sapphire-ulwe-navi-mumbai-698-sq-ft-to-725-sq-ft-npspid-L43757905,"<span title=""₹ 50.26 Lac to 52.2 Lac 1 BHK Residential Apartment in Ulwe"">1 BHK Residential Apartment <b>in Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-sm-chandrabhaga-sector-21-ulwe-mumbai-navi-1090-sq-ft-to-1175-sq-ft-npspid-U43351021,"<span title=""₹ 81.75 Lac to 88.13 Lac 2 BHK Residential Apartment in Sector 21 Ulwe"">2 BHK Residential Apartment <b>in Sector 21 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-18-ulwe-mumbai-navi-670-sq-ft-spid-Q40766733,"<span title=""₹ 53 Lac 1 BHK Residential Apartment in Sector-18 Ulwe"">1 BHK Residential Apartment <b>in Sector-18 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-ulwe-navi-mumbai-665-sq-ft-spid-E43836363,"<span title=""₹ 43 Lac 1 BHK Residential Apartment in Ulwe"">1 BHK Residential Apartment <b>in Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sarang-pillars-bellview-ulwe-navi-mumbai-700-sq-ft-to-720-sq-ft-npspid-O43826101,"<span title=""₹ 47.25 Lac to 48.6 Lac 1 BHK Residential Apartment in Ulwe"">1 BHK Residential Apartment <b>in Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-17-ulwe-mumbai-navi-640-sq-ft-spid-J43166189,"<span title=""₹ 48 Lac 1 BHK Residential Apartment in Sector 17 Ulwe"">1 BHK Residential Apartment <b>in Sector 17 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-swastik-residency-sector-23-ulwe-mumbai-navi-660-sq-ft-spid-M42766769,"<span title=""₹ 47 Lac 1 BHK Residential Apartment in Sector 23 Ulwe"">1 BHK Residential Apartment <b>in Sector 23 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-titanium-one-sector-23-ulwe-mumbai-navi-1125-sq-ft-spid-U43669497,"<span title=""₹ 79 Lac 2 BHK Residential Apartment in Sector 23 Ulwe"">2 BHK Residential Apartment <b>in Sector 23 Ulwe</b></span>"
/3-bhk-bedroom-apartment-flat-for-sale-in-sector-9-ulwe-mumbai-navi-1660-sq-ft-spid-I42723213,"<span title=""₹ 1.55 Crore 3 BHK Residential Apartment in Sector-9 Ulwe"">3 BHK Residential Apartment <b>in Sector-9 Ulwe</b></span>"
/3-bhk-bedroom-apartment-flat-for-sale-in-bombay-kritika-jewels-ulwe-navi-mumbai-1650-sq-ft-spid-Y42631429,"<span title=""₹ 1.4 Crore 3 BHK Residential Apartment in Ulwe"">3 BHK Residential Apartment <b>in Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-sector-9-ulwe-mumbai-navi-1300-sq-ft-spid-Y43295539,"<span title=""₹ 1.1 Crore 2 BHK Residential Apartment in Sector-9 Ulwe"">2 BHK Residential Apartment <b>in Sector-9 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-vighnahar-apartment-ulwe-navi-mumbai-633-sq-ft-spid-O43166731,"<span title=""₹ 48 Lac 1 BHK Residential Apartment in Ulwe"">1 BHK Residential Apartment <b>in Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-17-ulwe-mumbai-navi-730-sq-ft-spid-B42315831,"<span title=""₹ 54 Lac 1 BHK Residential Apartment in Sector 17 Ulwe"">1 BHK Residential Apartment <b>in Sector 17 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-pragati-moral-orchid-ulwe-navi-mumbai-1050-sq-ft-to-1060-sq-ft-npspid-N43757861,"<span title=""₹ 73.5 Lac to 74.2 Lac 2 BHK Residential Apartment in Ulwe"">2 BHK Residential Apartment <b>in Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-17-ulwe-mumbai-navi-650-sq-ft-spid-G42948765,"<span title=""₹ 41 Lac 1 BHK Residential Apartment in Sector 17 Ulwe"">1 BHK Residential Apartment <b>in Sector 17 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-ulwe-navi-mumbai-660-sq-ft-spid-K43840267,"<span title=""₹ 35 Lac 1 BHK Residential Apartment in Ulwe"">1 BHK Residential Apartment <b>in Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-neelkanth-aangan-ulwe-navi-mumbai-670-sq-ft-to-690-sq-ft-npspid-B43785501,"<span title=""₹ 42.21 Lac to 43.47 Lac 1 BHK Residential Apartment in Ulwe"">1 BHK Residential Apartment <b>in Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-sector-17-ulwe-mumbai-navi-1150-sq-ft-spid-J42396417,"<span title=""₹ 95 Lac 2 BHK Residential Apartment in Sector 17 Ulwe"">2 BHK Residential Apartment <b>in Sector 17 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-simran-heights-sector-19-ulwe-mumbai-navi-1550-sq-ft-r5-spid-M24851509,"<span title=""₹ 1.5 Crore 2 BHK Residential Apartment in Sector 19 Ulwe"">2 BHK Residential Apartment <b>in Sector 19 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-sector-9-ulwe-mumbai-navi-1260-sq-ft-spid-L43215081,"<span title=""₹ 99 Lac 2 BHK Residential Apartment in Sector-9 Ulwe"">2 BHK Residential Apartment <b>in Sector-9 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-shagun-white-woods-sector-23-ulwe-mumbai-navi-1180-sq-ft-spid-Y43723333,"<span title=""₹ 1.2 Crore 2 BHK Residential Apartment in Sector 23 Ulwe"">2 BHK Residential Apartment <b>in Sector 23 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-19-ulwe-mumbai-navi-660-sq-ft-spid-U43867693,"<span title=""₹ 40 Lac 1 BHK Residential Apartment in Sector 19 Ulwe"">1 BHK Residential Apartment <b>in Sector 19 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-5-ulwe-mumbai-navi-645-sq-ft-spid-W42811699,"<span title=""₹ 52 Lac 1 BHK Residential Apartment in Sector 5 Ulwe"">1 BHK Residential Apartment <b>in Sector 5 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-18-ulwe-mumbai-navi-690-sq-ft-spid-K41253359,"<span title=""₹ 65 Lac 1 BHK Residential Apartment in Sector-18 Ulwe"">1 BHK Residential Apartment <b>in Sector-18 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-17-ulwe-mumbai-navi-910-sq-ft-spid-Q42102971,"<span title=""₹ 66 Lac 1 BHK Residential Apartment in Sector 17 Ulwe"">1 BHK Residential Apartment <b>in Sector 17 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-delta-tower-ulwe-navi-mumbai-1310-sq-ft-r1-spid-L38663467,"<span title=""₹ 1.11 Crore 2 BHK Residential Apartment in Ulwe"">2 BHK Residential Apartment <b>in Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-paradise-sai-sapphire-sector-20-ulwe-mumbai-navi-1035-sq-ft-spid-M43649487,"<span title=""₹ 80 Lac 2 BHK Residential Apartment in Sector 20 Ulwe"">2 BHK Residential Apartment <b>in Sector 20 Ulwe</b></span>"
/3-bhk-bedroom-apartment-flat-for-sale-in-bhagwati-bay-bliss-sector-9-ulwe-mumbai-navi-1650-sq-ft-spid-R42187511,"<span title=""₹ 1.56 Crore 3 BHK Residential Apartment in Sector-9 Ulwe"">3 BHK Residential Apartment <b>in Sector-9 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-shreeji-corner-sector-17-ulwe-mumbai-navi-650-sq-ft-spid-M43488807,"<span title=""₹ 55 Lac 1 BHK Residential Apartment in Sector 17 Ulwe"">1 BHK Residential Apartment <b>in Sector 17 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-krishna-sarang-galaxy-ulwe-navi-mumbai-699-sq-ft-spid-Y42585515,"<span title=""₹ 61 Lac 1 BHK Residential Apartment in Ulwe"">1 BHK Residential Apartment <b>in Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sai-ankit-residency-sector-19-ulwe-mumbai-navi-700-sq-ft-spid-Z43645775,"<span title=""₹ 45 Lac 1 BHK Residential Apartment in Sector 19 Ulwe"">1 BHK Residential Apartment <b>in Sector 19 Ulwe</b></span>"
/studio-apartment-flat-for-sale-in-nagraj-pearl-ulwe-navi-mumbai-420-sq-ft-npspid-Q42065433,"<span title=""₹ 27 Lac  (1 RK) Studio Apartment in Ulwe""> (1 RK) Studio Apartment <b>in Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-landmark-avenue-ulwe-navi-mumbai-620-sq-ft-spid-K43866899,"<span title=""₹ 33 Lac 1 BHK Residential Apartment in Ulwe"">1 BHK Residential Apartment <b>in Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-landmark-avenue-ulwe-navi-mumbai-625-sq-ft-spid-D43866637,"<span title=""₹ 33 Lac 1 BHK Residential Apartment in Ulwe"">1 BHK Residential Apartment <b>in Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-18-ulwe-mumbai-navi-672-sq-ft-spid-C41702459,"<span title=""₹ 50 Lac 1 BHK Residential Apartment in Sector-18 Ulwe"">1 BHK Residential Apartment <b>in Sector-18 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-platinum-palacio-sector-23-ulwe-mumbai-navi-1165-sq-ft-spid-V42258223,"<span title=""₹ 81 Lac 2 BHK Residential Apartment in Sector 23 Ulwe"">2 BHK Residential Apartment <b>in Sector 23 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-23-ulwe-mumbai-navi-750-sq-ft-spid-G43359537,"<span title=""₹ 51 Lac 1 BHK Residential Apartment in Sector 23 Ulwe"">1 BHK Residential Apartment <b>in Sector 23 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-satyam-majestic-ulwe-navi-mumbai-1150-sq-ft-r3-spid-D36073103,"<span title=""₹ 95 Lac 2 BHK Residential Apartment in Ulwe"">2 BHK Residential Apartment <b>in Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-18-ulwe-mumbai-navi-755-sq-ft-spid-U43528261,"<span title=""₹ 60 Lac 1 BHK Residential Apartment in Sector-18 Ulwe"">1 BHK Residential Apartment <b>in Sector-18 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-ishwar-aura-sector-8-ulwe-mumbai-navi-1200-sq-ft-spid-W43833707,"<span title=""₹ 85 Lac 2 BHK Residential Apartment in Sector-8 Ulwe"">2 BHK Residential Apartment <b>in Sector-8 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-dolly-neel-sagar-ulwe-navi-mumbai-640-sq-ft-spid-T43434931,"<span title=""₹ 53 Lac 1 BHK Residential Apartment in Ulwe"">1 BHK Residential Apartment <b>in Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-19-ulwe-mumbai-navi-655-sq-ft-spid-Q43359193,"<span title=""₹ 55 Lac 1 BHK Residential Apartment in Sector 19 Ulwe"">1 BHK Residential Apartment <b>in Sector 19 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-shanti-hari-heights-sector-9-ulwe-mumbai-navi-1130-sq-ft-spid-Q41625117,"<span title=""₹ 89 Lac 2 BHK Residential Apartment in Sector-9 Ulwe"">2 BHK Residential Apartment <b>in Sector-9 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-prabhat-heights-ulwe-navi-mumbai-1100-sq-ft-spid-Q41312977,"<span title=""₹ 85 Lac 2 BHK Residential Apartment in Ulwe"">2 BHK Residential Apartment <b>in Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-17-ulwe-mumbai-navi-650-sq-ft-spid-I42400701,"<span title=""₹ 44 Lac 1 BHK Residential Apartment in Sector 17 Ulwe"">1 BHK Residential Apartment <b>in Sector 17 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-18-ulwe-mumbai-navi-660-sq-ft-spid-H41903235,"<span title=""₹ 49 Lac 1 BHK Residential Apartment in Sector-18 Ulwe"">1 BHK Residential Apartment <b>in Sector-18 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-skyline-infra-sky-avenue-sector-9-ulwe-mumbai-navi-685-sq-ft-spid-D43372299,"<span title=""₹ 56.5 Lac 1 BHK Residential Apartment in Sector-9 Ulwe"">1 BHK Residential Apartment <b>in Sector-9 Ulwe</b></span>"
/studio-apartment-flat-for-sale-in-sector-8-ulwe-mumbai-navi-425-sq-ft-spid-F43072525,"<span title=""₹ 27 Lac  (1 RK) Studio Apartment in Sector-8 Ulwe""> (1 RK) Studio Apartment <b>in Sector-8 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-yash-heights-ulwe-navi-mumbai-1120-sq-ft-spid-Q41625353,"<span title=""₹ 85 Lac 2 BHK Residential Apartment in Ulwe"">2 BHK Residential Apartment <b>in Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-19-ulwe-mumbai-navi-645-sq-ft-spid-C42503191,"<span title=""₹ 42 Lac 1 BHK Residential Apartment in Sector 19 Ulwe"">1 BHK Residential Apartment <b>in Sector 19 Ulwe</b></span>"
/studio-apartment-flat-for-sale-in-sai-kiran-sector-8-ulwe-mumbai-navi-535-sq-ft-npspid-M43374289,"<span title=""₹ 34 Lac  (1 RK) Studio Apartment in Sector-8 Ulwe""> (1 RK) Studio Apartment <b>in Sector-8 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-sector-21-ulwe-mumbai-navi-1080-sq-ft-spid-P42799553,"<span title=""₹ 83.5 Lac 2 BHK Residential Apartment in Sector 21 Ulwe"">2 BHK Residential Apartment <b>in Sector 21 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-bhagwati-bellavista-2-ulwe-navi-mumbai-690-sq-ft-to-710-sq-ft-npspid-H43743929,"<span title=""₹ 43.47 Lac to 44.73 Lac 1 BHK Residential Apartment in Ulwe"">1 BHK Residential Apartment <b>in Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-riddhi-siddhi-exotica-sector-8-ulwe-mumbai-navi-1150-sq-ft-spid-U41871769,"<span title=""₹ 88 Lac 2 BHK Residential Apartment in Sector-8 Ulwe"">2 BHK Residential Apartment <b>in Sector-8 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-sector-23-ulwe-mumbai-navi-1050-sq-ft-r1-spid-Z41154965,"<span title=""₹ 77 Lac 2 BHK Residential Apartment in Sector 23 Ulwe"">2 BHK Residential Apartment <b>in Sector 23 Ulwe</b></span>"
/3-bhk-bedroom-apartment-flat-for-sale-in-bhagwati-imperia-ulwe-navi-mumbai-1650-sq-ft-spid-K42041637,"<span title=""₹ 1.55 Crore 3 BHK Residential Apartment in Ulwe"">3 BHK Residential Apartment <b>in Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-sector-17-ulwe-mumbai-navi-1120-sq-ft-spid-S41904663,"<span title=""₹ 87 Lac 2 BHK Residential Apartment in Sector 17 Ulwe"">2 BHK Residential Apartment <b>in Sector 17 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-19-ulwe-mumbai-navi-640-sq-ft-spid-E42487971,"<span title=""₹ 47 Lac 1 BHK Residential Apartment in Sector 19 Ulwe"">1 BHK Residential Apartment <b>in Sector 19 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-shree-bhoomi-dharti-view-ulwe-navi-mumbai-645-sq-ft-spid-I43365371,"<span title=""₹ 41.5 Lac 1 BHK Residential Apartment in Ulwe"">1 BHK Residential Apartment <b>in Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-platinum-regalo-sector-16-ulwe-mumbai-navi-670-sq-ft-spid-U43358937,"<span title=""₹ 60 Lac 1 BHK Residential Apartment in Sector-16 Ulwe"">1 BHK Residential Apartment <b>in Sector-16 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-bhagwati-imperia-ulwe-navi-mumbai-1240-sq-ft-spid-Z43429385,"<span title=""₹ 1.15 Crore 2 BHK Residential Apartment in Ulwe"">2 BHK Residential Apartment <b>in Ulwe</b></span>"
/3-bhk-bedroom-apartment-flat-for-sale-in-sector-9-ulwe-mumbai-navi-1650-sq-ft-spid-M43369987,"<span title=""₹ 1.61 Crore 3 BHK Residential Apartment in Sector-9 Ulwe"">3 BHK Residential Apartment <b>in Sector-9 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-platinum-escaso-sector-21-ulwe-mumbai-navi-1090-sq-ft-spid-D43396005,"<span title=""₹ 97.5 Lac 2 BHK Residential Apartment in Sector 21 Ulwe"">2 BHK Residential Apartment <b>in Sector 21 Ulwe</b></span>"
/3-bhk-bedroom-apartment-flat-for-sale-in-proviso-heights-sector-17-ulwe-mumbai-navi-1700-sq-ft-spid-E42617873,"<span title=""₹ 1.25 Crore 3 BHK Residential Apartment in Sector 17 Ulwe"">3 BHK Residential Apartment <b>in Sector 17 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-17-ulwe-mumbai-navi-695-sq-ft-spid-O43083499,"<span title=""₹ 51 Lac 1 BHK Residential Apartment in Sector 17 Ulwe"">1 BHK Residential Apartment <b>in Sector 17 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-19-ulwe-mumbai-navi-735-sq-ft-spid-Q42630551,"<span title=""₹ 54 Lac 1 BHK Residential Apartment in Sector 19 Ulwe"">1 BHK Residential Apartment <b>in Sector 19 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-17-ulwe-mumbai-navi-665-sq-ft-r1-spid-R41682481,"<span title=""₹ 40 Lac 1 BHK Residential Apartment in Sector 17 Ulwe"">1 BHK Residential Apartment <b>in Sector 17 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-sector-18-ulwe-mumbai-navi-1050-sq-ft-spid-X42796257,"<span title=""₹ 85 Lac 2 BHK Residential Apartment in Sector-18 Ulwe"">2 BHK Residential Apartment <b>in Sector-18 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-sector-8-ulwe-mumbai-navi-1310-sq-ft-spid-H41642875,"<span title=""₹ 1.2 Crore 2 BHK Residential Apartment in Sector-8 Ulwe"">2 BHK Residential Apartment <b>in Sector-8 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-venus-skyline-sector-18-ulwe-mumbai-navi-660-sq-ft-spid-G41365425,"<span title=""₹ 57 Lac 1 BHK Residential Apartment in Sector-18 Ulwe"">1 BHK Residential Apartment <b>in Sector-18 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-satyam-majestic-ulwe-navi-mumbai-1150-sq-ft-spid-R42857767,"<span title=""₹ 99 Lac 2 BHK Residential Apartment in Ulwe"">2 BHK Residential Apartment <b>in Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sm-chandrabhaga-sector-21-ulwe-mumbai-navi-690-sq-ft-spid-W43667727,"<span title=""₹ 56 Lac 1 BHK Residential Apartment in Sector 21 Ulwe"">1 BHK Residential Apartment <b>in Sector 21 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-sm-vision-sector-9-ulwe-mumbai-navi-1240-sq-ft-spid-C43428869,"<span title=""₹ 1.15 Crore 2 BHK Residential Apartment in Sector-9 Ulwe"">2 BHK Residential Apartment <b>in Sector-9 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-sector-18-ulwe-mumbai-navi-1225-sq-ft-spid-D42905321,"<span title=""₹ 93 Lac 2 BHK Residential Apartment in Sector-18 Ulwe"">2 BHK Residential Apartment <b>in Sector-18 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-krishna-sarang-galaxy-ulwe-navi-mumbai-1055-sq-ft-r3-spid-M36363304,"<span title=""₹ 88 Lac 2 BHK Residential Apartment in Ulwe"">2 BHK Residential Apartment <b>in Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-paradise-sai-sapphire-sector-20-ulwe-mumbai-navi-685-sq-ft-spid-P43402093,"<span title=""₹ 55 Lac 1 BHK Residential Apartment in Sector 20 Ulwe"">1 BHK Residential Apartment <b>in Sector 20 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-divine-galaxy-apartments-sector-17-ulwe-mumbai-navi-658-sq-ft-spid-B43372325,"<span title=""₹ 39.95 Lac 1 BHK Residential Apartment in Sector 17 Ulwe"">1 BHK Residential Apartment <b>in Sector 17 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-8-ulwe-mumbai-navi-670-sq-ft-spid-F42630377,"<span title=""₹ 55 Lac 1 BHK Residential Apartment in Sector-8 Ulwe"">1 BHK Residential Apartment <b>in Sector-8 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-space-sai-ashish-ulwe-navi-mumbai-690-sq-ft-spid-C41931245,"<span title=""₹ 48 Lac 1 BHK Residential Apartment in Ulwe"">1 BHK Residential Apartment <b>in Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-shivalay-crystal-plaza-sector-2-ulwe-mumbai-navi-670-sq-ft-r1-spid-B41789465,"<span title=""₹ 40.4 Lac 1 BHK Residential Apartment in Sector 2 Ulwe"">1 BHK Residential Apartment <b>in Sector 2 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sun-elite-ulwe-navi-mumbai-710-sq-ft-spid-B41768267,"<span title=""₹ 55 Lac 1 BHK Residential Apartment in Ulwe"">1 BHK Residential Apartment <b>in Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sankalp-riddhi-siddhi-heights-sector-18-ulwe-mumbai-navi-675-sq-ft-to-680-sq-ft-npspid-M43743943,"<span title=""₹ 49.28 Lac to 49.64 Lac 1 BHK Residential Apartment in Sector-18 Ulwe"">1 BHK Residential Apartment <b>in Sector-18 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sama-homes-sector-17-ulwe-mumbai-navi-660-sq-ft-spid-O43735733,"<span title=""₹ 40 Lac 1 BHK Residential Apartment in Sector 17 Ulwe"">1 BHK Residential Apartment <b>in Sector 17 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-sector-19-ulwe-mumbai-navi-1300-sq-ft-spid-Q42930759,"<span title=""₹ 1 Crore 2 BHK Residential Apartment in Sector 19 Ulwe"">2 BHK Residential Apartment <b>in Sector 19 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-bhagwati-bay-bliss-sector-9-ulwe-mumbai-navi-1250-sq-ft-spid-N43066529,"<span title=""₹ 1.08 Crore 2 BHK Residential Apartment in Sector-9 Ulwe"">2 BHK Residential Apartment <b>in Sector-9 Ulwe</b></span>"
/1-bhk-bedroom-serviced-apartment-flat-for-sale-in-sector-19-ulwe-mumbai-navi-610-sq-ft-spid-G42775959,"<span title=""₹ 37 Lac 1 BHK Serviced Apartments in Sector 19 Ulwe"">1 BHK Serviced Apartments <b>in Sector 19 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-sector-17-ulwe-mumbai-navi-1150-sq-ft-spid-G42396137,"<span title=""₹ 91 Lac 2 BHK Residential Apartment in Sector 17 Ulwe"">2 BHK Residential Apartment <b>in Sector 17 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-17-ulwe-mumbai-navi-655-sq-ft-r1-spid-P41933467,"<span title=""₹ 40.5 Lac 1 BHK Residential Apartment in Sector 17 Ulwe"">1 BHK Residential Apartment <b>in Sector 17 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-3-ulwe-mumbai-navi-700-sq-ft-spid-X43658833,"<span title=""₹ 57 Lac 1 BHK Residential Apartment in Sector-3 Ulwe"">1 BHK Residential Apartment <b>in Sector-3 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-ulwe-navi-mumbai-1250-sq-ft-spid-D43281553,"<span title=""₹ 1.16 Crore 2 BHK Residential Apartment in Ulwe"">2 BHK Residential Apartment <b>in Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-proviso-heights-sector-17-ulwe-mumbai-navi-1129-sq-ft-spid-E43286193,"<span title=""₹ 1.02 Crore 2 BHK Residential Apartment in Sector 17 Ulwe"">2 BHK Residential Apartment <b>in Sector 17 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-18-ulwe-mumbai-navi-675-sq-ft-spid-B42502311,"<span title=""₹ 45 Lac 1 BHK Residential Apartment in Sector-18 Ulwe"">1 BHK Residential Apartment <b>in Sector-18 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-sector-8-ulwe-mumbai-navi-1100-sq-ft-spid-G42650255,"<span title=""₹ 95 Lac 2 BHK Residential Apartment in Sector-8 Ulwe"">2 BHK Residential Apartment <b>in Sector-8 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-sahil-siddhivinayak-splendour-sector-18-ulwe-mumbai-navi-1260-sq-ft-spid-D42859949,"<span title=""₹ 1 Crore 2 BHK Residential Apartment in Sector-18 Ulwe"">2 BHK Residential Apartment <b>in Sector-18 Ulwe</b></span>"
/2-bhk-bedroom-apartment-flat-for-sale-in-bhagwati-bay-bliss-sector-9-ulwe-mumbai-navi-1160-sq-ft-spid-H42726197,"<span title=""₹ 1.08 Crore 2 BHK Residential Apartment in Sector-9 Ulwe"">2 BHK Residential Apartment <b>in Sector-9 Ulwe</b></span>"
/1-bhk-bedroom-apartment-flat-for-sale-in-sector-20-ulwe-mumbai-navi-650-sq-ft-spid-A42551781,"<span title=""₹ 49 Lac 1 BHK Residential Apartment in Sector 20 Ulwe"">1 BHK Residential Apartment <b>in Sector 20 Ulwe</b></span>"
